description,reaction,T,I,pH,pMg,standard_dg_prime,std,n,SEM,type,nontrans_standard_dg_prime,nontrans_std,all standard_dg_prime,all nontrans_standard_dg_prime
L-Glutamine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H],298.15,0.25,7.0,14.0,-120.6,,1,,formation dg,,,,
L-Iditol,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[H],298.15,0.25,7.0,14.0,-374.3,,1,,formation dg,,,,
L-Isoleucine,[H]OC(=O)[C@@]([H])(N([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],298.15,0.25,7.0,14.0,185.8,,1,,formation dg,,,,
L-Leucine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],298.15,0.25,7.0,14.0,177.4,,1,,formation dg,,,,
L-Phenylalanine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],298.15,0.25,7.0,14.0,241.1,,1,,formation dg,,,,
L-Serine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])O[H],298.15,0.25,7.0,14.0,-225.7,,1,,formation dg,,,,
L-Sorbose,[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[H],298.15,0.25,7.0,14.0,-423.0,,1,,formation dg,,,,
L-Threonine,[H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],298.15,0.25,7.0,14.0,-162.2,,1,,formation dg,,,,
L-Tryptophan,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,298.15,0.25,7.0,14.0,374.2,,1,,formation dg,,,,
L-Tyrosine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])c1c([H])c([H])c(O[H])c([H])c1[H],298.15,0.25,7.0,14.0,77.5,,1,,formation dg,,,,
L-Valine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],298.15,0.25,7.0,14.0,89.5,,1,,formation dg,,,,
Lactose,[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-671.0,,1,,formation dg,,,,
Magnesium cation,[Mg+2],298.15,0.25,7.0,14.0,-458.5,,1,,formation dg,,,,
Maleic acid,[H]OC(=O)/C([H])=C(/[H])C(=O)O[H],298.15,0.25,7.0,14.0,-513.8,,1,,formation dg,,,,
Maltose,[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-678.3,,1,,formation dg,,,,
Manganese,[Mn],298.15,0.25,7.0,14.0,0.0,,1,,formation dg,,,,
Mannitol,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],298.15,0.25,7.0,14.0,-372.2,,1,,formation dg,,,,
Methane,[H]C([H])([H])[H],298.15,0.25,7.0,14.0,128.6,,1,,formation dg,,,,
Methanol,[H]OC([H])([H])[H],298.15,0.25,7.0,14.0,-12.3,,1,,formation dg,,,,
Methylamine,[H]N([H])C([H])([H])[H],298.15,0.25,7.0,14.0,203.8,,1,,formation dg,,,,
Monochlorobenzene,[H]c1c([H])c([H])c(Cl)c([H])c1[H],298.15,0.25,7.0,14.0,306.0,,1,,formation dg,,,,
NH3,[H]N([H])[H],298.15,0.25,7.0,14.0,82.8,,1,,formation dg,,,,
Nitrate,[H]O[N+](=O)[O-],298.15,0.25,7.0,14.0,-109.5,,1,,formation dg,,,,
Nitric oxide,[N]=O,298.15,0.25,7.0,14.0,86.5,,1,,formation dg,,,,
Nitrite,[H]ON=O,298.15,0.25,7.0,14.0,-33.0,,1,,formation dg,,,,
Nitrogen,N#N,298.15,0.25,7.0,14.0,18.7,,1,,formation dg,,,,
Nitrous oxide,N#[N+][O-],298.15,0.25,7.0,14.0,104.2,,1,,formation dg,,,,
O-Phospho-L-serine,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-1119.8,,1,,formation dg,,,,
Orthophosphate,[H]OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-1059.1,,1,,formation dg,,,,
Oxalate,[H]OC(=O)C(=O)O[H],298.15,0.25,7.0,14.0,-677.1,,1,,formation dg,,,,
Oxaloacetate,[H]OC(=O)C(=O)C([H])([H])C(=O)O[H],298.15,0.25,7.0,14.0,-715.0,,1,,formation dg,,,,
Oxygen,O=O,298.15,0.25,7.0,14.0,16.4,,1,,formation dg,,,,
Pentachlorobenzene,[H]c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,298.15,0.25,7.0,14.0,86.4,,1,,formation dg,,,,
Pentachloroethane,[H]C(Cl)(Cl)C(Cl)(Cl)Cl,298.15,0.25,7.0,14.0,-27.5,,1,,formation dg,,,,
Pentane,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],298.15,0.25,7.0,14.0,498.2,,1,,formation dg,,,,
Phosphoenolpyruvate,[H]OC(=O)C(OP(=O)(O[H])O[H])=C([H])[H],298.15,0.25,7.0,14.0,-1189.5,,1,,formation dg,,,,
Propan-2-ol,[H]OC([H])(C([H])([H])[H])C([H])([H])[H],298.15,0.25,7.0,14.0,140.7,,1,,formation dg,,,,
Propane,[H]C([H])([H])C([H])([H])C([H])([H])[H],298.15,0.25,7.0,14.0,318.6,,1,,formation dg,,,,
Propane-1-ol,[H]OC([H])([H])C([H])([H])C([H])([H])[H],298.15,0.25,7.0,14.0,150.1,,1,,formation dg,,,,
Pyruvate,[H]OC(=O)C(=O)C([H])([H])[H],298.15,0.25,7.0,14.0,-350.8,,1,,formation dg,,,,
Sorbitol 6-phosphate,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-1266.9,,1,,formation dg,,,,
Succinate,[H]OC(=O)C([H])([H])C([H])([H])C(=O)O[H],298.15,0.25,7.0,14.0,-530.7,,1,,formation dg,,,,
Sucrose,[H]OC([H])([H])[C@@]1(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,-668.3,,1,,formation dg,,,,
Sulfate,[H]OS(=O)(=O)O[H],298.15,0.25,7.0,14.0,-747.8,,1,,formation dg,,,,
Sulfite,[H]OS(=O)O[H],298.15,0.25,7.0,14.0,-488.0,,1,,formation dg,,,,
Sulfur,[S],298.15,0.25,7.0,14.0,0.0,,1,,formation dg,,,,
Sulfur dioxide,O=S=O,298.15,0.25,7.0,14.0,-300.7,,1,,formation dg,,,,
Tetrachloroethene,ClC(Cl)=C(Cl)Cl,298.15,0.25,7.0,14.0,27.6,,1,,formation dg,,,,
Thiocyanate,[H]SC#N,298.15,0.25,7.0,14.0,91.8,,1,,formation dg,,,,
Trichloroethene,[H]C(Cl)=C(Cl)Cl,298.15,0.25,7.0,14.0,66.2,,1,,formation dg,,,,
Trimethylamine,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])[H],298.15,0.25,7.0,14.0,443.8,,1,,formation dg,,,,
Urate,[H]n1c(=O)c2c(n([H])c1=O)n([H])c(=O)n2[H],298.15,0.25,7.0,14.0,-194.9,,1,,formation dg,,,,
Urea,[H]N([H])C(=O)N([H])[H],298.15,0.25,7.0,14.0,-39.8,,1,,formation dg,,,,
Vinyl chloride,[H]C([H])=C([H])Cl,298.15,0.25,7.0,14.0,181.9,,1,,formation dg,,,,
Xylitol,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],298.15,0.25,7.0,14.0,-295.2,,1,,formation dg,,,,
"alpha,alpha-Trehalose",[H]OC([H])([H])[C@@]1([H])O[C@]([H])(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,-686.4,,1,,formation dg,,,,
alpha-D-Ribose 1-phosphate,[H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,-1224.3,,1,,formation dg,,,,
"cis-1,2-Dichloroethene",[H]/C(Cl)=C(\[H])Cl,298.15,0.25,7.0,14.0,109.3,,1,,formation dg,,,,
cis-Aconitate,[H]OC(=O)/C([H])=C(\C(=O)O[H])C([H])([H])C(=O)O[H],298.15,0.25,7.0,14.0,-802.2,,1,,formation dg,,,,
sn-Glycerol 3-phosphate,[H]OC([H])([H])[C@@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-1077.2,,1,,formation dg,,,,
"trans-1,2-Dichloroethene",[H]/C(Cl)=C(/[H])Cl,298.15,0.25,7.0,14.0,113.5,,1,,formation dg,,,,
(-)-ureidoglycolate(aq) = glyoxylate(aq) + urea(aq),[H]OC(=O)[C@]([H])(O[H])N([H])C(=O)N([H])[H] = [H]OC(=O)C([H])=O + [H]N([H])C(=O)N([H])[H],298.15,0.25,7.0,14.0,4.926119049363908,0.10024511640160681,3,0.05787654493941306,reaction dg,4.895050230616499,0.10034649085231116,"[4.810368004876633, 4.983398637508707, 4.984590505706387]","[4.779180083604867, 4.952985304122316, 4.952985304122316]"
"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)",[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] + [H]OC(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,4.82688503787987,,1,,reaction dg,1.9784038286031003,,[4.82688503787987],[1.9784038286031003]
(2-aminoethyl)phosphonate(aq) + pyruvate(aq) = 2-phosphonoacetaldehyde(aq) + L-alanine(aq),[H]OP(=O)(O[H])C([H])([H])C([H])([H])N([H])[H] + [H]OC(=O)C(=O)C([H])([H])[H] = [H]OP(=O)(O[H])C([H])([H])C([H])=O + [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[H],298.15,0.25,7.0,14.0,1.4956813705176912,,1,,reaction dg,1.7173598229556049,,[1.4956813705176912],[1.7173598229556049]
"(2R,3S)-2,3-dimethylmalate(aq) = dimethylmaleate(aq) + H2O(l)",[H]OC(=O)[C@@]([H])(C([H])([H])[H])[C@](O[H])(C(=O)O[H])C([H])([H])[H] = [H]OC(=O)/C(=C(\C(=O)O[H])C([H])([H])[H])C([H])([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,4.021016133941418,2.789758258232717,2,1.9726569822675255,reaction dg,4.077424820209475,2.709984329076702,"[2.0483591516738926, 5.993673116208944]","[2.161176524210063, 5.993673116208887]"
"(3,5)-cholesta-7,24-diene-3-ol(aq) = (3,5)-cholesta-8,24-diene-3-ol(aq)",[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3([H])C(=C([H])C([H])([H])[C@@]2([H])C1([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C3([H])[H] = [H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])C3=C(C([H])([H])C([H])([H])[C@@]2([H])C1([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C3([H])[H],298.15,0.25,7.0,14.0,-6.801765171783232,,1,,reaction dg,-6.801765171783232,,[-6.801765171783232],[-6.801765171783232]
(3R)-3-hydroxybutanoyl-CoA(aq) = cis-but-2-enoyl-CoA(aq) + H2O(l),[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H] = [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)/C([H])=C(\[H])C([H])([H])[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + [H]O[H],298.15,0.25,7.0,14.0,4.248630342167084,,1,,reaction dg,4.248630027598901,,[4.248630342167084],[4.248630027598901]
(3R)-3-hydroxybutanoyl-[acyl-carrier protein](aq) = cis-but-2-enoyl-[acyl-carrier protein](aq) + H2O(l),*SC(=O)C([H])([H])[C@]([H])(O[H])C([H])([H])[H] = *SC(=O)/C([H])=C(\[H])C([H])([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,2.823092726143738,,1,,reaction dg,2.8230925750359965,,[2.823092726143738],[2.8230925750359965]
(3S)-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H] = [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)/C([H])=C(\[H])C([H])([H])[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + [H]O[H],298.15,0.25,7.0,14.0,3.7938708192184367,1.0963310005445546,3,0.6329669982853303,reaction dg,3.793870812784619,1.096331001645244,"[3.066990316353364, 3.259716945407838, 5.054905195894108]","[3.0669903081000407, 3.2597169396444694, 5.054905190609347]"
(3S)-3-hydroxyhexanoyl-CoA(aq) = trans-hex-2-enoyl-CoA(aq) + H2O(l),[H]O[C@]([H])(C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H])C([H])([H])C([H])([H])C([H])([H])[H] = [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)/C([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + [H]O[H],298.15,0.25,7.0,14.0,1.0294920833720114,,1,,reaction dg,1.029492075118688,,[1.0294920833720114],[1.029492075118688]
(R)-2-hydroxyglutarate(aq) + NAD(aq) = 2-oxoglutarate(aq) + NADH(aq),[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(O[H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,27.298826430784327,0.38377012824405676,2,0.27136646009820353,reaction dg,27.298826430784327,0.38377012824405676,"[27.027459970686124, 27.57019289088253]","[27.027459970686124, 27.57019289088253]"
(R)-2-methylmalate(aq) = 2-methylmaleate(aq) + H2O(l),[H]OC(=O)C([H])([H])[C@@](O[H])(C(=O)O[H])C([H])([H])[H] = [H]OC(=O)/C([H])=C(\C(=O)O[H])C([H])([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,11.505876992682733,,1,,reaction dg,11.505876992682762,,[11.505876992682733],[11.505876992682762]
(R)-3-hydroxybutanoate(aq) + NAD(aq) = 3-oxobutanoate(aq) + NADH(aq),[H]OC(=O)C([H])([H])[C@]([H])(O[H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C([H])([H])C(=O)C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,10.90792084625016,1.4164964694306488,16,0.3541241173576622,reaction dg,6.568424520613192,3.9486173894547743,"[12.003177281930657, 10.92489321923982, 11.00923265628983, 10.353317560768334, 10.342029521807875, 10.750515361763107, 10.053633512601067, 10.472267548107997, 10.69856579287553, 9.68893048929123, 9.820414404221843, 10.272461898440984, 9.612745521798354, 12.003177281930657, 15.524563337212324, 10.99680815172296]","[5.1735848362047365, 1.2287466814589003, 2.1671032348074473, 4.075856861400284, 6.346083060396085, 7.325131389605148, 9.767998406491529, 10.472267548107997, 8.414539499519167, 7.614859644839492, 7.448292447461989, 7.840735094880959, 7.777150173514821, 5.1735848362047365, 15.524563337212324, -1.2557047222945388]"
(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-14.403226767390787,0.3015570664002305,23,0.06287899500521446,reaction dg,-14.744887217438727,0.26647007240537424,"[-14.44746405265815, -14.7927303659518, -14.658482932628202, -14.584484532667407, -14.44746405265815, -14.744353686391635, -14.405704675545747, -13.987841081708046, -14.384119129935533, -14.206268445899502, -14.217680928261863, -14.366757859603483, -13.828891696367904, -14.309442386011677, -14.525429451798935, -13.95075076937955, -14.761764049726615, -14.072276410345184, -15.087135776968184, -14.649554180031068, -14.330427791644276, -14.330427791644276, -14.184763602160851]","[-14.695784968687748, -15.041051281981398, -14.9068038486578, -14.832805448697005, -14.695784968687748, -15.056396469453988, -14.75662675226465, -14.3780126036659, -14.722035513954102, -14.807661103059194, -14.466001844291462, -14.730726804490361, -14.245385763626317, -14.660364462730579, -14.773750367828534, -14.327804103751927, -15.010084965756214, -14.475596128026881, -15.386317595275047, -15.079244834624227, -14.642470574706628, -14.642470574706628, -14.799225022166334]"
(R)-S-lactoylglutathione(aq) = glutathione (reduced)(aq) + methylglyoxal(aq),[H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])SC(=O)[C@]([H])(O[H])C([H])([H])[H] = [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])S[H] + [H]C(=O)C(=O)C([H])([H])[H],298.15,0.25,7.0,14.0,23.493422378230896,,1,,reaction dg,23.467894757156735,,[23.493422378230896],[23.467894757156735]
(R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C([H])(O[H])C([H])=O + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,32.49817983444287,4.554005175151939,3,2.6292561137649213,reaction dg,27.9966439088159,4.076167308892903,"[27.245257315284196, 34.914719939544106, 35.334562248500305]","[24.39277461168962, 32.42045469804818, 27.176702416709904]"
(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),[H]OC(=O)[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,31.031444891092104,1.4102126770998658,52,0.19556131217665032,reaction dg,27.485284655850794,4.991847895453953,"[29.509123156010826, 28.544835075596524, 28.515600027853683, 29.817638199918633, 29.31041308334219, 30.125433502943167, 29.31041308334219, 30.530914369899783, 31.460671253882893, 30.708297422289323, 31.046783914360475, 31.316461147899943, 31.759608712495787, 30.47983890426198, 30.679577668955158, 30.46532703347108, 31.357033220311962, 29.90612019469314, 30.321016755811314, 31.113225392245788, 31.22748330846451, 30.871509969742835, 30.9986968049298, 30.69572912980693, 30.712745999826392, 30.145483754907612, 30.51595238925433, 31.448680596520184, 30.652384098774263, 30.752616366576238, 30.033934791800718, 30.61362086614529, 30.794915253571567, 30.78197722678235, 30.74651730426609, 30.827559026182687, 30.54453304874439, 33.77431507430473, 33.31436050062371, 33.8675019703319, 33.10916311428487, 32.537216224930994, 32.537216224930994, 29.87834856554257, 30.5481815484049, 33.97033695126425, 30.656305597960724, 29.91900333093602, 34.22295473081227, 30.64871413745871, 30.565857912322876, 35.44298639679808]","[23.633693761315737, 17.99854482770965, 16.663112814087075, 19.385063733716834, 20.75614566455227, 23.565809336794445, 20.75614566455227, 24.25635704865686, 18.928182660545374, 27.85570283365684, 20.500493666473602, 25.612097589918832, 31.759608712495787, 30.780245710646284, 28.713160430276, 22.834742193552128, 21.464308930406958, 18.884467305575082, 26.088250722986686, 17.842901518489377, 25.8617916151133, 30.928569712834435, 31.226937995885514, 29.44049827118398, 26.605244663937366, 25.5816968833559, 33.8833971773219, 34.35937009639398, 30.481207011813098, 30.581439279615072, 24.04446504540887, 30.727740718300034, 30.90903510572631, 30.896097078937093, 30.974758495221803, 30.94167887833743, 30.715713381574623, 31.82167083280789, 31.36171625912689, 31.914857728835255, 32.35814609832504, 32.537216224930994, 32.537216224930994, 29.992468417697314, 30.662301400559645, 32.01769270976761, 26.548804262071698, 30.033123183090765, 32.27031048931554, 34.016158925526284, 30.67997776447762, 24.04446504540887]"
